year,month,admin_name,fews_net,country,date,timestamp
2019,5,Addis Adaba,1,Ethiopia,2019-05-01,1556668800
2019,5,Awi/Agew,1,Ethiopia,2019-05-01,1556668800
2019,5,North Gonder,1,Ethiopia,2019-05-01,1556668800
2019,5,South Wollo,2,Ethiopia,2019-05-01,1556668800
2019,5,Special Woreda,1,Ethiopia,2019-05-01,1556668800
2019,5,Kemashi,1,Ethiopia,2019-05-01,1556668800
2019,5,Agnuak,1,Ethiopia,2019-05-01,1556668800
2019,5,Majang,1,Ethiopia,2019-05-01,1556668800
2019,5,Nuer,1,Ethiopia,2019-05-01,1556668800
2019,5,Arsi,1,Ethiopia,2019-05-01,1556668800
2019,5,Bale.1,2,Ethiopia,2019-05-01,1556668800
2019,5,East Shewa,2,Ethiopia,2019-05-01,1556668800
2019,5,East Wellega,1,Ethiopia,2019-05-01,1556668800
2019,5,Horo Guduru,1,Ethiopia,2019-05-01,1556668800
2019,5,Ilubabor,1,Ethiopia,2019-05-01,1556668800
2019,5,Kelem Wellega,1,Ethiopia,2019-05-01,1556668800
2019,5,West Arsi,2,Ethiopia,2019-05-01,1556668800
2019,5,West Wellega,1,Ethiopia,2019-05-01,1556668800
2019,5,Bench Maji,1,Ethiopia,2019-05-01,1556668800
2019,5,Segen Peoples',2,Ethiopia,2019-05-01,1556668800
2019,5,Southern Tigray,2,Ethiopia,2019-05-01,1556668800
2019,5,Awusi,2,Ethiopia,2019-05-01,1556668800
2019,5,Kilbati,2,Ethiopia,2019-05-01,1556668800
2019,5,Gabi,2,Ethiopia,2019-05-01,1556668800
2019,5,Fanti,2,Ethiopia,2019-05-01,1556668800
2019,5,Khari,2,Ethiopia,2019-05-01,1556668800
2019,5,East Gojam,1,Ethiopia,2019-05-01,1556668800
2019,5,North Shewa(R3),1,Ethiopia,2019-05-01,1556668800
2019,5,North Wollo,2,Ethiopia,2019-05-01,1556668800
2019,5,Oromia,1,Ethiopia,2019-05-01,1556668800
2019,5,South Gonder,1,Ethiopia,2019-05-01,1556668800
2019,5,Wag Himra,2,Ethiopia,2019-05-01,1556668800
2019,5,West Gojam,1,Ethiopia,2019-05-01,1556668800
2019,5,Asosa,1,Ethiopia,2019-05-01,1556668800
2019,5,Metekel,1,Ethiopia,2019-05-01,1556668800
2019,5,Dire Dawa,2,Ethiopia,2019-05-01,1556668800
2019,5,Hareri,2,Ethiopia,2019-05-01,1556668800
2019,5,Borena,2,Ethiopia,2019-05-01,1556668800
2019,5,East Harerge,3,Ethiopia,2019-05-01,1556668800
2019,5,Guji,2,Ethiopia,2019-05-01,1556668800
2019,5,Jimma,1,Ethiopia,2019-05-01,1556668800
2019,5,North Shewa(R4),1,Ethiopia,2019-05-01,1556668800
2019,5,South West Shewa,1,Ethiopia,2019-05-01,1556668800
2019,5,West Harerge,2,Ethiopia,2019-05-01,1556668800
2019,5,West Shewa,1,Ethiopia,2019-05-01,1556668800
2019,5,Alaba,2,Ethiopia,2019-05-01,1556668800
2019,5,Basketo,1,Ethiopia,2019-05-01,1556668800
2019,5,Dawro,2,Ethiopia,2019-05-01,1556668800
2019,5,Gamo Gofa,2,Ethiopia,2019-05-01,1556668800
2019,5,Gedio,2,Ethiopia,2019-05-01,1556668800
2019,5,Gurage,1,Ethiopia,2019-05-01,1556668800
2019,5,Hadiya,2,Ethiopia,2019-05-01,1556668800
2019,5,Keffa,1,Ethiopia,2019-05-01,1556668800
2019,5,Konta,1,Ethiopia,2019-05-01,1556668800
2019,5,KT,2,Ethiopia,2019-05-01,1556668800
2019,5,Selti,2,Ethiopia,2019-05-01,1556668800
2019,5,Sheka,1,Ethiopia,2019-05-01,1556668800
2019,5,Sidama,2,Ethiopia,2019-05-01,1556668800
2019,5,South Omo,2,Ethiopia,2019-05-01,1556668800
2019,5,Wolayita,2,Ethiopia,2019-05-01,1556668800
2019,5,Yem,1,Ethiopia,2019-05-01,1556668800
2019,5,Afder,3,Ethiopia,2019-05-01,1556668800
2019,5,Doolo,3,Ethiopia,2019-05-01,1556668800
2019,5,Fafan,2,Ethiopia,2019-05-01,1556668800
2019,5,Jarar,3,Ethiopia,2019-05-01,1556668800
2019,5,Korahe,3,Ethiopia,2019-05-01,1556668800
2019,5,Liben,2,Ethiopia,2019-05-01,1556668800
2019,5,Nogob,3,Ethiopia,2019-05-01,1556668800
2019,5,Shabelle,3,Ethiopia,2019-05-01,1556668800
2019,5,Siti,2,Ethiopia,2019-05-01,1556668800
2019,5,Central Tigray,2,Ethiopia,2019-05-01,1556668800
2019,5,Eastern Tigray,2,Ethiopia,2019-05-01,1556668800
2019,5,North Western Tigray,1,Ethiopia,2019-05-01,1556668800
2019,5,Western Tigray,1,Ethiopia,2019-05-01,1556668800
2019,6,Addis Adaba,1,Ethiopia,2019-06-01,1559347200
2019,6,Awi/Agew,1,Ethiopia,2019-06-01,1559347200
2019,6,North Gonder,1,Ethiopia,2019-06-01,1559347200
2019,6,South Wollo,2,Ethiopia,2019-06-01,1559347200
2019,6,Special Woreda,1,Ethiopia,2019-06-01,1559347200
2019,6,Kemashi,1,Ethiopia,2019-06-01,1559347200
2019,6,Agnuak,1,Ethiopia,2019-06-01,1559347200
2019,6,Majang,1,Ethiopia,2019-06-01,1559347200
2019,6,Nuer,1,Ethiopia,2019-06-01,1559347200
2019,6,Arsi,1,Ethiopia,2019-06-01,1559347200
2019,6,Bale.1,2,Ethiopia,2019-06-01,1559347200
2019,6,East Shewa,1,Ethiopia,2019-06-01,1559347200
2019,6,East Wellega,1,Ethiopia,2019-06-01,1559347200
2019,6,Horo Guduru,1,Ethiopia,2019-06-01,1559347200
2019,6,Ilubabor,1,Ethiopia,2019-06-01,1559347200
2019,6,Kelem Wellega,1,Ethiopia,2019-06-01,1559347200
2019,6,West Arsi,1,Ethiopia,2019-06-01,1559347200
2019,6,West Wellega,1,Ethiopia,2019-06-01,1559347200
2019,6,Bench Maji,1,Ethiopia,2019-06-01,1559347200
2019,6,Segen Peoples',1,Ethiopia,2019-06-01,1559347200
2019,6,Southern Tigray,2,Ethiopia,2019-06-01,1559347200
2019,6,Awusi,2,Ethiopia,2019-06-01,1559347200
2019,6,Kilbati,3,Ethiopia,2019-06-01,1559347200
2019,6,Gabi,2,Ethiopia,2019-06-01,1559347200
2019,6,Fanti,2,Ethiopia,2019-06-01,1559347200
2019,6,Khari,2,Ethiopia,2019-06-01,1559347200
2019,6,East Gojam,1,Ethiopia,2019-06-01,1559347200
2019,6,North Shewa(R3),1,Ethiopia,2019-06-01,1559347200
2019,6,North Wollo,2,Ethiopia,2019-06-01,1559347200
2019,6,Oromia,1,Ethiopia,2019-06-01,1559347200
2019,6,South Gonder,2,Ethiopia,2019-06-01,1559347200
2019,6,Wag Himra,2,Ethiopia,2019-06-01,1559347200
2019,6,West Gojam,1,Ethiopia,2019-06-01,1559347200
2019,6,Asosa,1,Ethiopia,2019-06-01,1559347200
2019,6,Metekel,1,Ethiopia,2019-06-01,1559347200
2019,6,Dire Dawa,2,Ethiopia,2019-06-01,1559347200
2019,6,Hareri,2,Ethiopia,2019-06-01,1559347200
2019,6,Borena,2,Ethiopia,2019-06-01,1559347200
2019,6,East Harerge,3,Ethiopia,2019-06-01,1559347200
2019,6,Guji,1,Ethiopia,2019-06-01,1559347200
2019,6,Jimma,1,Ethiopia,2019-06-01,1559347200
2019,6,North Shewa(R4),1,Ethiopia,2019-06-01,1559347200
2019,6,South West Shewa,1,Ethiopia,2019-06-01,1559347200
2019,6,West Harerge,3,Ethiopia,2019-06-01,1559347200
2019,6,West Shewa,1,Ethiopia,2019-06-01,1559347200
2019,6,Alaba,1,Ethiopia,2019-06-01,1559347200
2019,6,Basketo,1,Ethiopia,2019-06-01,1559347200
2019,6,Dawro,1,Ethiopia,2019-06-01,1559347200
2019,6,Gamo Gofa,1,Ethiopia,2019-06-01,1559347200
2019,6,Gedio,3,Ethiopia,2019-06-01,1559347200
2019,6,Gurage,1,Ethiopia,2019-06-01,1559347200
2019,6,Hadiya,1,Ethiopia,2019-06-01,1559347200
2019,6,Keffa,1,Ethiopia,2019-06-01,1559347200
2019,6,Konta,1,Ethiopia,2019-06-01,1559347200
2019,6,KT,1,Ethiopia,2019-06-01,1559347200
2019,6,Selti,1,Ethiopia,2019-06-01,1559347200
2019,6,Sheka,1,Ethiopia,2019-06-01,1559347200
2019,6,Sidama,1,Ethiopia,2019-06-01,1559347200
2019,6,South Omo,2,Ethiopia,2019-06-01,1559347200
2019,6,Wolayita,1,Ethiopia,2019-06-01,1559347200
2019,6,Yem,1,Ethiopia,2019-06-01,1559347200
2019,6,Afder,2,Ethiopia,2019-06-01,1559347200
2019,6,Doolo,3,Ethiopia,2019-06-01,1559347200
2019,6,Fafan,2,Ethiopia,2019-06-01,1559347200
2019,6,Jarar,3,Ethiopia,2019-06-01,1559347200
2019,6,Korahe,3,Ethiopia,2019-06-01,1559347200
2019,6,Liben,2,Ethiopia,2019-06-01,1559347200
2019,6,Nogob,3,Ethiopia,2019-06-01,1559347200
2019,6,Shabelle,2,Ethiopia,2019-06-01,1559347200
2019,6,Siti,2,Ethiopia,2019-06-01,1559347200
2019,6,Central Tigray,2,Ethiopia,2019-06-01,1559347200
2019,6,Eastern Tigray,2,Ethiopia,2019-06-01,1559347200
2019,6,North Western Tigray,1,Ethiopia,2019-06-01,1559347200
2019,6,Western Tigray,1,Ethiopia,2019-06-01,1559347200
2019,7,Addis Adaba,1,Ethiopia,2019-07-01,1561939200
2019,7,Awi/Agew,1,Ethiopia,2019-07-01,1561939200
2019,7,North Gonder,1,Ethiopia,2019-07-01,1561939200
2019,7,South Wollo,2,Ethiopia,2019-07-01,1561939200
2019,7,Special Woreda,2,Ethiopia,2019-07-01,1561939200
2019,7,Kemashi,1,Ethiopia,2019-07-01,1561939200
2019,7,Agnuak,1,Ethiopia,2019-07-01,1561939200
2019,7,Majang,1,Ethiopia,2019-07-01,1561939200
2019,7,Nuer,1,Ethiopia,2019-07-01,1561939200
2019,7,Arsi,1,Ethiopia,2019-07-01,1561939200
2019,7,Bale.1,2,Ethiopia,2019-07-01,1561939200
2019,7,East Shewa,2,Ethiopia,2019-07-01,1561939200
2019,7,East Wellega,1,Ethiopia,2019-07-01,1561939200
2019,7,Horo Guduru,1,Ethiopia,2019-07-01,1561939200
2019,7,Ilubabor,1,Ethiopia,2019-07-01,1561939200
2019,7,Kelem Wellega,1,Ethiopia,2019-07-01,1561939200
2019,7,West Arsi,2,Ethiopia,2019-07-01,1561939200
2019,7,West Wellega,1,Ethiopia,2019-07-01,1561939200
2019,7,Bench Maji,1,Ethiopia,2019-07-01,1561939200
2019,7,Segen Peoples',2,Ethiopia,2019-07-01,1561939200
2019,7,Southern Tigray,2,Ethiopia,2019-07-01,1561939200
2019,7,Awusi,2,Ethiopia,2019-07-01,1561939200
2019,7,Kilbati,3,Ethiopia,2019-07-01,1561939200
2019,7,Gabi,2,Ethiopia,2019-07-01,1561939200
2019,7,Fanti,3,Ethiopia,2019-07-01,1561939200
2019,7,Khari,2,Ethiopia,2019-07-01,1561939200
2019,7,East Gojam,1,Ethiopia,2019-07-01,1561939200
2019,7,North Shewa(R3),1,Ethiopia,2019-07-01,1561939200
2019,7,North Wollo,2,Ethiopia,2019-07-01,1561939200
2019,7,Oromia,1,Ethiopia,2019-07-01,1561939200
2019,7,South Gonder,1,Ethiopia,2019-07-01,1561939200
2019,7,Wag Himra,2,Ethiopia,2019-07-01,1561939200
2019,7,West Gojam,1,Ethiopia,2019-07-01,1561939200
2019,7,Asosa,1,Ethiopia,2019-07-01,1561939200
2019,7,Metekel,1,Ethiopia,2019-07-01,1561939200
2019,7,Dire Dawa,2,Ethiopia,2019-07-01,1561939200
2019,7,Hareri,2,Ethiopia,2019-07-01,1561939200
2019,7,Borena,2,Ethiopia,2019-07-01,1561939200
2019,7,East Harerge,3,Ethiopia,2019-07-01,1561939200
2019,7,Guji,2,Ethiopia,2019-07-01,1561939200
2019,7,Jimma,1,Ethiopia,2019-07-01,1561939200
2019,7,North Shewa(R4),1,Ethiopia,2019-07-01,1561939200
2019,7,South West Shewa,1,Ethiopia,2019-07-01,1561939200
2019,7,West Harerge,2,Ethiopia,2019-07-01,1561939200
2019,7,West Shewa,1,Ethiopia,2019-07-01,1561939200
2019,7,Alaba,2,Ethiopia,2019-07-01,1561939200
2019,7,Basketo,1,Ethiopia,2019-07-01,1561939200
2019,7,Dawro,1,Ethiopia,2019-07-01,1561939200
2019,7,Gamo Gofa,2,Ethiopia,2019-07-01,1561939200
2019,7,Gedio,2,Ethiopia,2019-07-01,1561939200
2019,7,Gurage,1,Ethiopia,2019-07-01,1561939200
2019,7,Hadiya,2,Ethiopia,2019-07-01,1561939200
2019,7,Keffa,1,Ethiopia,2019-07-01,1561939200
2019,7,Konta,1,Ethiopia,2019-07-01,1561939200
2019,7,KT,2,Ethiopia,2019-07-01,1561939200
2019,7,Selti,2,Ethiopia,2019-07-01,1561939200
2019,7,Sheka,1,Ethiopia,2019-07-01,1561939200
2019,7,Sidama,2,Ethiopia,2019-07-01,1561939200
2019,7,South Omo,2,Ethiopia,2019-07-01,1561939200
2019,7,Wolayita,2,Ethiopia,2019-07-01,1561939200
2019,7,Yem,1,Ethiopia,2019-07-01,1561939200
2019,7,Afder,3,Ethiopia,2019-07-01,1561939200
2019,7,Doolo,3,Ethiopia,2019-07-01,1561939200
2019,7,Fafan,2,Ethiopia,2019-07-01,1561939200
2019,7,Jarar,3,Ethiopia,2019-07-01,1561939200
2019,7,Korahe,3,Ethiopia,2019-07-01,1561939200
2019,7,Liben,2,Ethiopia,2019-07-01,1561939200
2019,7,Nogob,3,Ethiopia,2019-07-01,1561939200
2019,7,Shabelle,3,Ethiopia,2019-07-01,1561939200
2019,7,Siti,3,Ethiopia,2019-07-01,1561939200
2019,7,Central Tigray,2,Ethiopia,2019-07-01,1561939200
2019,7,Eastern Tigray,2,Ethiopia,2019-07-01,1561939200
2019,7,North Western Tigray,1,Ethiopia,2019-07-01,1561939200
2019,7,Western Tigray,1,Ethiopia,2019-07-01,1561939200
2019,8,Addis Adaba,1,Ethiopia,2019-08-01,1564617600
2019,8,Awi/Agew,1,Ethiopia,2019-08-01,1564617600
2019,8,North Gonder,1,Ethiopia,2019-08-01,1564617600
2019,8,South Wollo,2,Ethiopia,2019-08-01,1564617600
2019,8,Special Woreda,1,Ethiopia,2019-08-01,1564617600
2019,8,Kemashi,1,Ethiopia,2019-08-01,1564617600
2019,8,Agnuak,1,Ethiopia,2019-08-01,1564617600
2019,8,Majang,1,Ethiopia,2019-08-01,1564617600
2019,8,Nuer,1,Ethiopia,2019-08-01,1564617600
2019,8,Arsi,1,Ethiopia,2019-08-01,1564617600
2019,8,Bale.1,2,Ethiopia,2019-08-01,1564617600
2019,8,East Shewa,2,Ethiopia,2019-08-01,1564617600
2019,8,East Wellega,1,Ethiopia,2019-08-01,1564617600
2019,8,Horo Guduru,1,Ethiopia,2019-08-01,1564617600
2019,8,Ilubabor,1,Ethiopia,2019-08-01,1564617600
2019,8,Kelem Wellega,1,Ethiopia,2019-08-01,1564617600
2019,8,West Arsi,1,Ethiopia,2019-08-01,1564617600
2019,8,West Wellega,1,Ethiopia,2019-08-01,1564617600
2019,8,Bench Maji,1,Ethiopia,2019-08-01,1564617600
2019,8,Segen Peoples',2,Ethiopia,2019-08-01,1564617600
2019,8,Southern Tigray,2,Ethiopia,2019-08-01,1564617600
2019,8,Awusi,2,Ethiopia,2019-08-01,1564617600
2019,8,Kilbati,3,Ethiopia,2019-08-01,1564617600
2019,8,Gabi,2,Ethiopia,2019-08-01,1564617600
2019,8,Fanti,2,Ethiopia,2019-08-01,1564617600
2019,8,Khari,2,Ethiopia,2019-08-01,1564617600
2019,8,East Gojam,1,Ethiopia,2019-08-01,1564617600
2019,8,North Shewa(R3),1,Ethiopia,2019-08-01,1564617600
2019,8,North Wollo,2,Ethiopia,2019-08-01,1564617600
2019,8,Oromia,1,Ethiopia,2019-08-01,1564617600
2019,8,South Gonder,1,Ethiopia,2019-08-01,1564617600
2019,8,Wag Himra,2,Ethiopia,2019-08-01,1564617600
2019,8,West Gojam,1,Ethiopia,2019-08-01,1564617600
2019,8,Asosa,1,Ethiopia,2019-08-01,1564617600
2019,8,Metekel,1,Ethiopia,2019-08-01,1564617600
2019,8,Dire Dawa,2,Ethiopia,2019-08-01,1564617600
2019,8,Hareri,2,Ethiopia,2019-08-01,1564617600
2019,8,Borena,2,Ethiopia,2019-08-01,1564617600
2019,8,East Harerge,3,Ethiopia,2019-08-01,1564617600
2019,8,Guji,2,Ethiopia,2019-08-01,1564617600
2019,8,Jimma,1,Ethiopia,2019-08-01,1564617600
2019,8,North Shewa(R4),1,Ethiopia,2019-08-01,1564617600
2019,8,South West Shewa,1,Ethiopia,2019-08-01,1564617600
2019,8,West Harerge,2,Ethiopia,2019-08-01,1564617600
2019,8,West Shewa,1,Ethiopia,2019-08-01,1564617600
2019,8,Alaba,2,Ethiopia,2019-08-01,1564617600
2019,8,Basketo,1,Ethiopia,2019-08-01,1564617600
2019,8,Dawro,1,Ethiopia,2019-08-01,1564617600
2019,8,Gamo Gofa,2,Ethiopia,2019-08-01,1564617600
2019,8,Gedio,2,Ethiopia,2019-08-01,1564617600
2019,8,Gurage,1,Ethiopia,2019-08-01,1564617600
2019,8,Hadiya,2,Ethiopia,2019-08-01,1564617600
2019,8,Keffa,1,Ethiopia,2019-08-01,1564617600
2019,8,Konta,1,Ethiopia,2019-08-01,1564617600
2019,8,KT,2,Ethiopia,2019-08-01,1564617600
2019,8,Selti,2,Ethiopia,2019-08-01,1564617600
2019,8,Sheka,1,Ethiopia,2019-08-01,1564617600
2019,8,Sidama,1,Ethiopia,2019-08-01,1564617600
2019,8,South Omo,2,Ethiopia,2019-08-01,1564617600
2019,8,Wolayita,2,Ethiopia,2019-08-01,1564617600
2019,8,Yem,1,Ethiopia,2019-08-01,1564617600
2019,8,Afder,3,Ethiopia,2019-08-01,1564617600
2019,8,Doolo,3,Ethiopia,2019-08-01,1564617600
2019,8,Fafan,2,Ethiopia,2019-08-01,1564617600
2019,8,Jarar,3,Ethiopia,2019-08-01,1564617600
2019,8,Korahe,3,Ethiopia,2019-08-01,1564617600
2019,8,Liben,2,Ethiopia,2019-08-01,1564617600
2019,8,Nogob,3,Ethiopia,2019-08-01,1564617600
2019,8,Shabelle,3,Ethiopia,2019-08-01,1564617600
2019,8,Siti,2,Ethiopia,2019-08-01,1564617600
2019,8,Central Tigray,1,Ethiopia,2019-08-01,1564617600
2019,8,Eastern Tigray,2,Ethiopia,2019-08-01,1564617600
2019,8,North Western Tigray,1,Ethiopia,2019-08-01,1564617600
2019,8,Western Tigray,1,Ethiopia,2019-08-01,1564617600
2019,9,Addis Adaba,1,Ethiopia,2019-09-01,1567296000
2019,9,Awi/Agew,1,Ethiopia,2019-09-01,1567296000
2019,9,North Gonder,1,Ethiopia,2019-09-01,1567296000
2019,9,South Wollo,2,Ethiopia,2019-09-01,1567296000
2019,9,Special Woreda,2,Ethiopia,2019-09-01,1567296000
2019,9,Kemashi,1,Ethiopia,2019-09-01,1567296000
2019,9,Agnuak,1,Ethiopia,2019-09-01,1567296000
2019,9,Majang,1,Ethiopia,2019-09-01,1567296000
2019,9,Nuer,1,Ethiopia,2019-09-01,1567296000
2019,9,Arsi,1,Ethiopia,2019-09-01,1567296000
2019,9,Bale.1,2,Ethiopia,2019-09-01,1567296000
2019,9,East Shewa,2,Ethiopia,2019-09-01,1567296000
2019,9,East Wellega,1,Ethiopia,2019-09-01,1567296000
2019,9,Horo Guduru,1,Ethiopia,2019-09-01,1567296000
2019,9,Ilubabor,1,Ethiopia,2019-09-01,1567296000
2019,9,Kelem Wellega,1,Ethiopia,2019-09-01,1567296000
2019,9,West Arsi,1,Ethiopia,2019-09-01,1567296000
2019,9,West Wellega,1,Ethiopia,2019-09-01,1567296000
2019,9,Bench Maji,1,Ethiopia,2019-09-01,1567296000
2019,9,Segen Peoples',2,Ethiopia,2019-09-01,1567296000
2019,9,Southern Tigray,2,Ethiopia,2019-09-01,1567296000
2019,9,Awusi,2,Ethiopia,2019-09-01,1567296000
2019,9,Kilbati,3,Ethiopia,2019-09-01,1567296000
2019,9,Gabi,2,Ethiopia,2019-09-01,1567296000
2019,9,Fanti,3,Ethiopia,2019-09-01,1567296000
2019,9,Khari,2,Ethiopia,2019-09-01,1567296000
2019,9,East Gojam,1,Ethiopia,2019-09-01,1567296000
2019,9,North Shewa(R3),1,Ethiopia,2019-09-01,1567296000
2019,9,North Wollo,2,Ethiopia,2019-09-01,1567296000
2019,9,Oromia,1,Ethiopia,2019-09-01,1567296000
2019,9,South Gonder,1,Ethiopia,2019-09-01,1567296000
2019,9,Wag Himra,2,Ethiopia,2019-09-01,1567296000
2019,9,West Gojam,1,Ethiopia,2019-09-01,1567296000
2019,9,Asosa,1,Ethiopia,2019-09-01,1567296000
2019,9,Metekel,1,Ethiopia,2019-09-01,1567296000
2019,9,Dire Dawa,2,Ethiopia,2019-09-01,1567296000
2019,9,Hareri,2,Ethiopia,2019-09-01,1567296000
2019,9,Borena,2,Ethiopia,2019-09-01,1567296000
2019,9,East Harerge,3,Ethiopia,2019-09-01,1567296000
2019,9,Guji,2,Ethiopia,2019-09-01,1567296000
2019,9,Jimma,1,Ethiopia,2019-09-01,1567296000
2019,9,North Shewa(R4),1,Ethiopia,2019-09-01,1567296000
2019,9,South West Shewa,1,Ethiopia,2019-09-01,1567296000
2019,9,West Harerge,2,Ethiopia,2019-09-01,1567296000
2019,9,West Shewa,1,Ethiopia,2019-09-01,1567296000
2019,9,Alaba,2,Ethiopia,2019-09-01,1567296000
2019,9,Basketo,1,Ethiopia,2019-09-01,1567296000
2019,9,Dawro,1,Ethiopia,2019-09-01,1567296000
2019,9,Gamo Gofa,2,Ethiopia,2019-09-01,1567296000
2019,9,Gedio,2,Ethiopia,2019-09-01,1567296000
2019,9,Gurage,1,Ethiopia,2019-09-01,1567296000
2019,9,Hadiya,2,Ethiopia,2019-09-01,1567296000
2019,9,Keffa,1,Ethiopia,2019-09-01,1567296000
2019,9,Konta,1,Ethiopia,2019-09-01,1567296000
2019,9,KT,2,Ethiopia,2019-09-01,1567296000
2019,9,Selti,2,Ethiopia,2019-09-01,1567296000
2019,9,Sheka,1,Ethiopia,2019-09-01,1567296000
2019,9,Sidama,2,Ethiopia,2019-09-01,1567296000
2019,9,South Omo,2,Ethiopia,2019-09-01,1567296000
2019,9,Wolayita,2,Ethiopia,2019-09-01,1567296000
2019,9,Yem,1,Ethiopia,2019-09-01,1567296000
2019,9,Afder,3,Ethiopia,2019-09-01,1567296000
2019,9,Doolo,3,Ethiopia,2019-09-01,1567296000
2019,9,Fafan,2,Ethiopia,2019-09-01,1567296000
2019,9,Jarar,3,Ethiopia,2019-09-01,1567296000
2019,9,Korahe,3,Ethiopia,2019-09-01,1567296000
2019,9,Liben,2,Ethiopia,2019-09-01,1567296000
2019,9,Nogob,3,Ethiopia,2019-09-01,1567296000
2019,9,Shabelle,3,Ethiopia,2019-09-01,1567296000
2019,9,Siti,2,Ethiopia,2019-09-01,1567296000
2019,9,Central Tigray,2,Ethiopia,2019-09-01,1567296000
2019,9,Eastern Tigray,2,Ethiopia,2019-09-01,1567296000
2019,9,North Western Tigray,1,Ethiopia,2019-09-01,1567296000
2019,9,Western Tigray,1,Ethiopia,2019-09-01,1567296000
2019,10,Addis Adaba,1,Ethiopia,2019-10-01,1569888000
2019,10,Awi/Agew,1,Ethiopia,2019-10-01,1569888000
2019,10,North Gonder,1,Ethiopia,2019-10-01,1569888000
2019,10,South Wollo,1,Ethiopia,2019-10-01,1569888000
2019,10,Special Woreda,1,Ethiopia,2019-10-01,1569888000
2019,10,Kemashi,1,Ethiopia,2019-10-01,1569888000
2019,10,Agnuak,1,Ethiopia,2019-10-01,1569888000
2019,10,Majang,1,Ethiopia,2019-10-01,1569888000
2019,10,Nuer,1,Ethiopia,2019-10-01,1569888000
2019,10,Arsi,1,Ethiopia,2019-10-01,1569888000
2019,10,Bale.1,2,Ethiopia,2019-10-01,1569888000
2019,10,East Shewa,1,Ethiopia,2019-10-01,1569888000
2019,10,East Wellega,1,Ethiopia,2019-10-01,1569888000
2019,10,Horo Guduru,1,Ethiopia,2019-10-01,1569888000
2019,10,Ilubabor,1,Ethiopia,2019-10-01,1569888000
2019,10,Kelem Wellega,1,Ethiopia,2019-10-01,1569888000
2019,10,West Arsi,1,Ethiopia,2019-10-01,1569888000
2019,10,West Wellega,1,Ethiopia,2019-10-01,1569888000
2019,10,Bench Maji,1,Ethiopia,2019-10-01,1569888000
2019,10,Segen Peoples',2,Ethiopia,2019-10-01,1569888000
2019,10,Southern Tigray,1,Ethiopia,2019-10-01,1569888000
2019,10,Awusi,2,Ethiopia,2019-10-01,1569888000
2019,10,Kilbati,3,Ethiopia,2019-10-01,1569888000
2019,10,Gabi,2,Ethiopia,2019-10-01,1569888000
2019,10,Fanti,3,Ethiopia,2019-10-01,1569888000
2019,10,Khari,2,Ethiopia,2019-10-01,1569888000
2019,10,East Gojam,1,Ethiopia,2019-10-01,1569888000
2019,10,North Shewa(R3),1,Ethiopia,2019-10-01,1569888000
2019,10,North Wollo,1,Ethiopia,2019-10-01,1569888000
2019,10,Oromia,1,Ethiopia,2019-10-01,1569888000
2019,10,South Gonder,1,Ethiopia,2019-10-01,1569888000
2019,10,Wag Himra,1,Ethiopia,2019-10-01,1569888000
2019,10,West Gojam,1,Ethiopia,2019-10-01,1569888000
2019,10,Asosa,1,Ethiopia,2019-10-01,1569888000
2019,10,Metekel,1,Ethiopia,2019-10-01,1569888000
2019,10,Dire Dawa,2,Ethiopia,2019-10-01,1569888000
2019,10,Hareri,2,Ethiopia,2019-10-01,1569888000
2019,10,Borena,2,Ethiopia,2019-10-01,1569888000
2019,10,East Harerge,3,Ethiopia,2019-10-01,1569888000
2019,10,Guji,1,Ethiopia,2019-10-01,1569888000
2019,10,Jimma,1,Ethiopia,2019-10-01,1569888000
2019,10,North Shewa(R4),1,Ethiopia,2019-10-01,1569888000
2019,10,South West Shewa,1,Ethiopia,2019-10-01,1569888000
2019,10,West Harerge,2,Ethiopia,2019-10-01,1569888000
2019,10,West Shewa,1,Ethiopia,2019-10-01,1569888000
2019,10,Alaba,1,Ethiopia,2019-10-01,1569888000
2019,10,Basketo,1,Ethiopia,2019-10-01,1569888000
2019,10,Dawro,1,Ethiopia,2019-10-01,1569888000
2019,10,Gamo Gofa,1,Ethiopia,2019-10-01,1569888000
2019,10,Gedio,2,Ethiopia,2019-10-01,1569888000
2019,10,Gurage,1,Ethiopia,2019-10-01,1569888000
2019,10,Hadiya,1,Ethiopia,2019-10-01,1569888000
2019,10,Keffa,1,Ethiopia,2019-10-01,1569888000
2019,10,Konta,1,Ethiopia,2019-10-01,1569888000
2019,10,KT,1,Ethiopia,2019-10-01,1569888000
2019,10,Selti,1,Ethiopia,2019-10-01,1569888000
2019,10,Sheka,1,Ethiopia,2019-10-01,1569888000
2019,10,Sidama,1,Ethiopia,2019-10-01,1569888000
2019,10,South Omo,2,Ethiopia,2019-10-01,1569888000
2019,10,Wolayita,1,Ethiopia,2019-10-01,1569888000
2019,10,Yem,1,Ethiopia,2019-10-01,1569888000
2019,10,Afder,2,Ethiopia,2019-10-01,1569888000
2019,10,Doolo,3,Ethiopia,2019-10-01,1569888000
2019,10,Fafan,3,Ethiopia,2019-10-01,1569888000
2019,10,Jarar,3,Ethiopia,2019-10-01,1569888000
2019,10,Korahe,3,Ethiopia,2019-10-01,1569888000
2019,10,Liben,2,Ethiopia,2019-10-01,1569888000
2019,10,Nogob,3,Ethiopia,2019-10-01,1569888000
2019,10,Shabelle,2,Ethiopia,2019-10-01,1569888000
