Unnamed: 0,admin_name,Date,fews_ipc,country,timestamp
507,Torit,06/1/2018,3,South Sudan,1527811200
508,Torit,07/1/2018,4,South Sudan,1530403200
509,Torit,08/1/2018,3,South Sudan,1533081600
510,Torit,09/1/2018,4,South Sudan,1535760000
511,Torit,10/1/2018,4,South Sudan,1538352000
512,Torit,11/1/2018,3,South Sudan,1541030400
513,Torit,12/1/2018,4,South Sudan,1543622400
514,Torit,01/1/2019,3,South Sudan,1546300800
515,Torit,02/1/2019,3,South Sudan,1548979200
516,Torit,03/1/2019,3,South Sudan,1551398400
517,Torit,04/1/2019,4,South Sudan,1554076800
518,Torit,05/1/2019,4,South Sudan,1556668800
519,Torit,06/1/2019,3,South Sudan,1559347200
520,Torit,07/1/2019,3,South Sudan,1561939200
521,Torit,08/1/2019,3,South Sudan,1564617600
522,Torit,09/1/2019,4,South Sudan,1567296000
523,Torit,10/1/2019,4,South Sudan,1569888000
524,Torit,11/1/2019,2,South Sudan,1572566400
525,Torit,12/1/2019,4,South Sudan,1575158400
526,Torit,01/1/2020,2,South Sudan,1577836800
527,Torit,02/1/2020,3,South Sudan,1580515200
528,Juba,06/1/2017,3,South Sudan,1496275200
529,Juba,07/1/2017,2,South Sudan,1498867200
530,Juba,08/1/2017,3,South Sudan,1501545600
531,Juba,09/1/2017,2,South Sudan,1504224000
532,Juba,10/1/2017,4,South Sudan,1506816000
533,Juba,11/1/2017,3,South Sudan,1509494400
534,Juba,12/1/2017,3,South Sudan,1512086400
535,Juba,01/1/2018,4,South Sudan,1514764800
536,Juba,02/1/2018,3,South Sudan,1517443200
537,Juba,03/1/2018,2,South Sudan,1519862400
538,Juba,04/1/2018,4,South Sudan,1522540800
539,Juba,05/1/2018,3,South Sudan,1525132800
540,Juba,06/1/2018,2,South Sudan,1527811200
541,Juba,07/1/2018,3,South Sudan,1530403200
542,Juba,08/1/2018,2,South Sudan,1533081600
543,Juba,09/1/2018,3,South Sudan,1535760000
544,Juba,10/1/2018,2,South Sudan,1538352000
545,Juba,11/1/2018,3,South Sudan,1541030400
546,Juba,12/1/2018,3,South Sudan,1543622400
547,Juba,01/1/2019,4,South Sudan,1546300800
548,Juba,02/1/2019,4,South Sudan,1548979200
549,Juba,03/1/2019,3,South Sudan,1551398400
550,Juba,04/1/2019,3,South Sudan,1554076800
551,Juba,05/1/2019,3,South Sudan,1556668800
552,Juba,06/1/2019,3,South Sudan,1559347200
553,Juba,07/1/2019,4,South Sudan,1561939200
554,Juba,08/1/2019,3,South Sudan,1564617600
555,Juba,09/1/2019,4,South Sudan,1567296000
556,Juba,10/1/2019,2,South Sudan,1569888000
557,Juba,11/1/2019,3,South Sudan,1572566400
558,Juba,12/1/2019,4,South Sudan,1575158400
559,Juba,01/1/2020,3,South Sudan,1577836800
560,Juba,02/1/2020,3,South Sudan,1580515200
561,Mundri West,06/1/2017,2,South Sudan,1496275200
562,Mundri West,07/1/2017,3,South Sudan,1498867200
563,Mundri West,08/1/2017,4,South Sudan,1501545600
564,Mundri West,09/1/2017,2,South Sudan,1504224000
565,Mundri West,10/1/2017,2,South Sudan,1506816000
566,Mundri West,11/1/2017,3,South Sudan,1509494400
567,Mundri West,12/1/2017,3,South Sudan,1512086400
568,Mundri West,01/1/2018,3,South Sudan,1514764800
569,Mundri West,02/1/2018,2,South Sudan,1517443200
570,Mundri West,03/1/2018,2,South Sudan,1519862400
571,Mundri West,04/1/2018,3,South Sudan,1522540800
572,Mundri West,05/1/2018,3,South Sudan,1525132800
573,Mundri West,06/1/2018,3,South Sudan,1527811200
574,Mundri West,07/1/2018,2,South Sudan,1530403200
575,Mundri West,08/1/2018,3,South Sudan,1533081600
576,Mundri West,09/1/2018,3,South Sudan,1535760000
577,Mundri West,10/1/2018,4,South Sudan,1538352000
578,Mundri West,11/1/2018,3,South Sudan,1541030400
579,Mundri West,12/1/2018,2,South Sudan,1543622400
580,Mundri West,01/1/2019,4,South Sudan,1546300800
581,Mundri West,02/1/2019,3,South Sudan,1548979200
582,Mundri West,03/1/2019,4,South Sudan,1551398400
583,Mundri West,04/1/2019,3,South Sudan,1554076800
584,Mundri West,05/1/2019,2,South Sudan,1556668800
585,Mundri West,06/1/2019,3,South Sudan,1559347200
586,Mundri West,07/1/2019,2,South Sudan,1561939200
587,Mundri West,08/1/2019,3,South Sudan,1564617600
588,Mundri West,09/1/2019,4,South Sudan,1567296000
589,Mundri West,10/1/2019,2,South Sudan,1569888000
590,Mundri West,11/1/2019,2,South Sudan,1572566400
591,Mundri West,12/1/2019,2,South Sudan,1575158400
592,Mundri West,01/1/2020,2,South Sudan,1577836800
593,Mundri West,02/1/2020,2,South Sudan,1580515200
594,Mundri East,06/1/2017,2,South Sudan,1496275200
595,Mundri East,07/1/2017,3,South Sudan,1498867200
596,Mundri East,08/1/2017,4,South Sudan,1501545600
597,Mundri East,09/1/2017,4,South Sudan,1504224000
598,Mundri East,10/1/2017,3,South Sudan,1506816000
599,Mundri East,11/1/2017,2,South Sudan,1509494400
600,Mundri East,12/1/2017,3,South Sudan,1512086400
601,Mundri East,01/1/2018,4,South Sudan,1514764800
602,Mundri East,02/1/2018,2,South Sudan,1517443200
603,Mundri East,03/1/2018,4,South Sudan,1519862400
604,Mundri East,04/1/2018,3,South Sudan,1522540800
605,Mundri East,05/1/2018,4,South Sudan,1525132800
606,Mundri East,06/1/2018,4,South Sudan,1527811200
607,Mundri East,07/1/2018,3,South Sudan,1530403200
608,Mundri East,08/1/2018,4,South Sudan,1533081600
609,Mundri East,09/1/2018,2,South Sudan,1535760000
610,Mundri East,10/1/2018,3,South Sudan,1538352000
611,Mundri East,11/1/2018,3,South Sudan,1541030400
612,Mundri East,12/1/2018,3,South Sudan,1543622400
613,Mundri East,01/1/2019,4,South Sudan,1546300800
614,Mundri East,02/1/2019,2,South Sudan,1548979200
615,Mundri East,03/1/2019,4,South Sudan,1551398400
616,Mundri East,04/1/2019,4,South Sudan,1554076800
617,Mundri East,05/1/2019,4,South Sudan,1556668800
618,Mundri East,06/1/2019,2,South Sudan,1559347200
619,Mundri East,07/1/2019,2,South Sudan,1561939200
620,Mundri East,08/1/2019,4,South Sudan,1564617600
621,Mundri East,09/1/2019,3,South Sudan,1567296000
622,Mundri East,10/1/2019,3,South Sudan,1569888000
623,Mundri East,11/1/2019,2,South Sudan,1572566400
624,Mundri East,12/1/2019,3,South Sudan,1575158400
625,Mundri East,01/1/2020,3,South Sudan,1577836800
626,Mundri East,02/1/2020,4,South Sudan,1580515200
627,Kapoeta North,06/1/2017,4,South Sudan,1496275200
628,Kapoeta North,07/1/2017,4,South Sudan,1498867200
629,Kapoeta North,08/1/2017,3,South Sudan,1501545600
630,Kapoeta North,09/1/2017,2,South Sudan,1504224000
631,Kapoeta North,10/1/2017,2,South Sudan,1506816000
632,Kapoeta North,11/1/2017,4,South Sudan,1509494400
633,Kapoeta North,12/1/2017,4,South Sudan,1512086400
634,Kapoeta North,01/1/2018,4,South Sudan,1514764800
635,Kapoeta North,02/1/2018,3,South Sudan,1517443200
636,Kapoeta North,03/1/2018,2,South Sudan,1519862400
637,Kapoeta North,04/1/2018,4,South Sudan,1522540800
638,Kapoeta North,05/1/2018,4,South Sudan,1525132800
639,Kapoeta North,06/1/2018,4,South Sudan,1527811200
640,Kapoeta North,07/1/2018,3,South Sudan,1530403200
641,Kapoeta North,08/1/2018,2,South Sudan,1533081600
642,Kapoeta North,09/1/2018,2,South Sudan,1535760000
643,Kapoeta North,10/1/2018,2,South Sudan,1538352000
644,Kapoeta North,11/1/2018,3,South Sudan,1541030400
645,Kapoeta North,12/1/2018,3,South Sudan,1543622400
646,Kapoeta North,01/1/2019,3,South Sudan,1546300800
647,Kapoeta North,02/1/2019,3,South Sudan,1548979200
648,Kapoeta North,03/1/2019,3,South Sudan,1551398400
649,Kapoeta North,04/1/2019,3,South Sudan,1554076800
650,Kapoeta North,05/1/2019,4,South Sudan,1556668800
651,Kapoeta North,06/1/2019,4,South Sudan,1559347200
652,Kapoeta North,07/1/2019,3,South Sudan,1561939200
653,Kapoeta North,08/1/2019,3,South Sudan,1564617600
654,Kapoeta North,09/1/2019,2,South Sudan,1567296000
655,Kapoeta North,10/1/2019,3,South Sudan,1569888000
656,Kapoeta North,11/1/2019,3,South Sudan,1572566400
657,Kapoeta North,12/1/2019,4,South Sudan,1575158400
658,Kapoeta North,01/1/2020,3,South Sudan,1577836800
659,Kapoeta North,02/1/2020,3,South Sudan,1580515200
660,Lafon,06/1/2017,3,South Sudan,1496275200
661,Lafon,07/1/2017,2,South Sudan,1498867200
662,Lafon,08/1/2017,2,South Sudan,1501545600
663,Lafon,09/1/2017,2,South Sudan,1504224000
664,Lafon,10/1/2017,4,South Sudan,1506816000
665,Lafon,11/1/2017,3,South Sudan,1509494400
666,Lafon,12/1/2017,3,South Sudan,1512086400
667,Lafon,01/1/2018,4,South Sudan,1514764800
668,Lafon,02/1/2018,3,South Sudan,1517443200
669,Lafon,03/1/2018,3,South Sudan,1519862400
670,Lafon,04/1/2018,2,South Sudan,1522540800
671,Lafon,05/1/2018,3,South Sudan,1525132800
672,Lafon,06/1/2018,3,South Sudan,1527811200
673,Lafon,07/1/2018,3,South Sudan,1530403200
674,Lafon,08/1/2018,2,South Sudan,1533081600
675,Lafon,09/1/2018,2,South Sudan,1535760000
676,Lafon,10/1/2018,3,South Sudan,1538352000
677,Lafon,11/1/2018,3,South Sudan,1541030400
678,Lafon,12/1/2018,3,South Sudan,1543622400
679,Lafon,01/1/2019,3,South Sudan,1546300800
680,Lafon,02/1/2019,4,South Sudan,1548979200
681,Lafon,03/1/2019,2,South Sudan,1551398400
682,Lafon,04/1/2019,4,South Sudan,1554076800
683,Lafon,05/1/2019,2,South Sudan,1556668800
684,Lafon,06/1/2019,4,South Sudan,1559347200
685,Lafon,07/1/2019,3,South Sudan,1561939200
686,Lafon,08/1/2019,4,South Sudan,1564617600
687,Lafon,09/1/2019,4,South Sudan,1567296000
688,Lafon,10/1/2019,3,South Sudan,1569888000
689,Lafon,11/1/2019,3,South Sudan,1572566400
690,Lafon,12/1/2019,3,South Sudan,1575158400
691,Lafon,01/1/2020,4,South Sudan,1577836800
692,Lafon,02/1/2020,3,South Sudan,1580515200
693,Kapoeta East,06/1/2017,3,South Sudan,1496275200
694,Kapoeta East,07/1/2017,2,South Sudan,1498867200
695,Kapoeta East,08/1/2017,3,South Sudan,1501545600
696,Kapoeta East,09/1/2017,2,South Sudan,1504224000
697,Kapoeta East,10/1/2017,4,South Sudan,1506816000
698,Kapoeta East,11/1/2017,2,South Sudan,1509494400
699,Kapoeta East,12/1/2017,3,South Sudan,1512086400
700,Kapoeta East,01/1/2018,2,South Sudan,1514764800
701,Kapoeta East,02/1/2018,3,South Sudan,1517443200
702,Kapoeta East,03/1/2018,3,South Sudan,1519862400
703,Kapoeta East,04/1/2018,3,South Sudan,1522540800
704,Kapoeta East,05/1/2018,3,South Sudan,1525132800
705,Kapoeta East,06/1/2018,4,South Sudan,1527811200
706,Kapoeta East,07/1/2018,4,South Sudan,1530403200
707,Kapoeta East,08/1/2018,3,South Sudan,1533081600
708,Kapoeta East,09/1/2018,4,South Sudan,1535760000
709,Kapoeta East,10/1/2018,3,South Sudan,1538352000
710,Kapoeta East,11/1/2018,4,South Sudan,1541030400
711,Kapoeta East,12/1/2018,4,South Sudan,1543622400
712,Kapoeta East,01/1/2019,3,South Sudan,1546300800
713,Kapoeta East,02/1/2019,3,South Sudan,1548979200
714,Kapoeta East,03/1/2019,2,South Sudan,1551398400
715,Kapoeta East,04/1/2019,3,South Sudan,1554076800
716,Kapoeta East,05/1/2019,3,South Sudan,1556668800
717,Kapoeta East,06/1/2019,3,South Sudan,1559347200
718,Kapoeta East,07/1/2019,3,South Sudan,1561939200
719,Kapoeta East,08/1/2019,4,South Sudan,1564617600
720,Kapoeta East,09/1/2019,2,South Sudan,1567296000
721,Kapoeta East,10/1/2019,2,South Sudan,1569888000
722,Kapoeta East,11/1/2019,3,South Sudan,1572566400
723,Kapoeta East,12/1/2019,3,South Sudan,1575158400
724,Kapoeta East,01/1/2020,4,South Sudan,1577836800
725,Kapoeta East,02/1/2020,3,South Sudan,1580515200
726,Ezo,06/1/2017,3,South Sudan,1496275200
727,Ezo,07/1/2017,4,South Sudan,1498867200
728,Ezo,08/1/2017,4,South Sudan,1501545600
729,Ezo,09/1/2017,2,South Sudan,1504224000
730,Ezo,10/1/2017,4,South Sudan,1506816000
731,Ezo,11/1/2017,3,South Sudan,1509494400
732,Ezo,12/1/2017,3,South Sudan,1512086400
733,Ezo,01/1/2018,2,South Sudan,1514764800
734,Ezo,02/1/2018,3,South Sudan,1517443200
735,Ezo,03/1/2018,2,South Sudan,1519862400
736,Ezo,04/1/2018,3,South Sudan,1522540800
737,Ezo,05/1/2018,2,South Sudan,1525132800
738,Ezo,06/1/2018,3,South Sudan,1527811200
739,Ezo,07/1/2018,4,South Sudan,1530403200
740,Ezo,08/1/2018,4,South Sudan,1533081600
741,Ezo,09/1/2018,4,South Sudan,1535760000
742,Ezo,10/1/2018,4,South Sudan,1538352000
743,Ezo,11/1/2018,3,South Sudan,1541030400
744,Ezo,12/1/2018,3,South Sudan,1543622400
745,Ezo,01/1/2019,3,South Sudan,1546300800
746,Ezo,02/1/2019,3,South Sudan,1548979200
747,Ezo,03/1/2019,4,South Sudan,1551398400
748,Ezo,04/1/2019,4,South Sudan,1554076800
749,Ezo,05/1/2019,3,South Sudan,1556668800
750,Ezo,06/1/2019,4,South Sudan,1559347200
751,Ezo,07/1/2019,4,South Sudan,1561939200
752,Ezo,08/1/2019,2,South Sudan,1564617600
753,Ezo,09/1/2019,3,South Sudan,1567296000
754,Ezo,10/1/2019,3,South Sudan,1569888000
755,Ezo,11/1/2019,3,South Sudan,1572566400
756,Ezo,12/1/2019,3,South Sudan,1575158400
757,Ezo,01/1/2020,3,South Sudan,1577836800
758,Ezo,02/1/2020,4,South Sudan,1580515200
759,Terekeka,06/1/2017,3,South Sudan,1496275200
760,Terekeka,07/1/2017,3,South Sudan,1498867200
761,Terekeka,08/1/2017,2,South Sudan,1501545600
762,Terekeka,09/1/2017,3,South Sudan,1504224000
763,Terekeka,10/1/2017,3,South Sudan,1506816000
764,Terekeka,11/1/2017,3,South Sudan,1509494400
765,Terekeka,12/1/2017,2,South Sudan,1512086400
766,Terekeka,01/1/2018,4,South Sudan,1514764800
767,Terekeka,02/1/2018,4,South Sudan,1517443200
768,Terekeka,03/1/2018,3,South Sudan,1519862400
769,Terekeka,04/1/2018,3,South Sudan,1522540800
770,Terekeka,05/1/2018,3,South Sudan,1525132800
771,Terekeka,06/1/2018,3,South Sudan,1527811200
772,Terekeka,07/1/2018,2,South Sudan,1530403200
773,Terekeka,08/1/2018,4,South Sudan,1533081600
774,Terekeka,09/1/2018,4,South Sudan,1535760000
775,Terekeka,10/1/2018,3,South Sudan,1538352000
776,Terekeka,11/1/2018,3,South Sudan,1541030400
777,Terekeka,12/1/2018,3,South Sudan,1543622400
778,Terekeka,01/1/2019,3,South Sudan,1546300800
779,Terekeka,02/1/2019,4,South Sudan,1548979200
780,Terekeka,03/1/2019,3,South Sudan,1551398400
781,Terekeka,04/1/2019,2,South Sudan,1554076800
782,Terekeka,05/1/2019,4,South Sudan,1556668800
783,Terekeka,06/1/2019,4,South Sudan,1559347200
784,Terekeka,07/1/2019,2,South Sudan,1561939200
785,Terekeka,08/1/2019,4,South Sudan,1564617600
786,Terekeka,09/1/2019,4,South Sudan,1567296000
787,Terekeka,10/1/2019,4,South Sudan,1569888000
788,Terekeka,11/1/2019,4,South Sudan,1572566400
789,Terekeka,12/1/2019,3,South Sudan,1575158400
790,Terekeka,01/1/2020,4,South Sudan,1577836800
791,Terekeka,02/1/2020,3,South Sudan,1580515200
792,Mvolo,06/1/2017,2,South Sudan,1496275200
793,Mvolo,07/1/2017,3,South Sudan,1498867200
794,Mvolo,08/1/2017,2,South Sudan,1501545600
795,Mvolo,09/1/2017,4,South Sudan,1504224000
796,Mvolo,10/1/2017,3,South Sudan,1506816000
797,Mvolo,11/1/2017,3,South Sudan,1509494400
798,Mvolo,12/1/2017,4,South Sudan,1512086400
799,Mvolo,01/1/2018,2,South Sudan,1514764800
800,Mvolo,02/1/2018,3,South Sudan,1517443200
801,Mvolo,03/1/2018,3,South Sudan,1519862400
802,Mvolo,04/1/2018,3,South Sudan,1522540800
803,Mvolo,05/1/2018,3,South Sudan,1525132800
804,Mvolo,06/1/2018,4,South Sudan,1527811200
805,Mvolo,07/1/2018,3,South Sudan,1530403200
806,Mvolo,08/1/2018,2,South Sudan,1533081600
807,Mvolo,09/1/2018,2,South Sudan,1535760000
808,Mvolo,10/1/2018,3,South Sudan,1538352000
809,Mvolo,11/1/2018,3,South Sudan,1541030400
810,Mvolo,12/1/2018,4,South Sudan,1543622400
811,Mvolo,01/1/2019,3,South Sudan,1546300800
812,Mvolo,02/1/2019,2,South Sudan,1548979200
813,Mvolo,03/1/2019,2,South Sudan,1551398400
814,Mvolo,04/1/2019,3,South Sudan,1554076800
815,Mvolo,05/1/2019,4,South Sudan,1556668800
816,Mvolo,06/1/2019,2,South Sudan,1559347200
817,Mvolo,07/1/2019,3,South Sudan,1561939200
818,Mvolo,08/1/2019,3,South Sudan,1564617600
819,Mvolo,09/1/2019,3,South Sudan,1567296000
820,Mvolo,10/1/2019,2,South Sudan,1569888000
821,Mvolo,11/1/2019,2,South Sudan,1572566400
822,Mvolo,12/1/2019,3,South Sudan,1575158400
823,Mvolo,01/1/2020,4,South Sudan,1577836800
824,Mvolo,02/1/2020,2,South Sudan,1580515200
825,Awerial,06/1/2017,3,South Sudan,1496275200
826,Awerial,07/1/2017,3,South Sudan,1498867200
827,Awerial,08/1/2017,2,South Sudan,1501545600
828,Awerial,09/1/2017,4,South Sudan,1504224000
829,Awerial,10/1/2017,3,South Sudan,1506816000
830,Awerial,11/1/2017,2,South Sudan,1509494400
831,Awerial,12/1/2017,2,South Sudan,1512086400
832,Awerial,01/1/2018,3,South Sudan,1514764800
833,Awerial,02/1/2018,4,South Sudan,1517443200
834,Awerial,03/1/2018,3,South Sudan,1519862400
835,Awerial,04/1/2018,4,South Sudan,1522540800
836,Awerial,05/1/2018,2,South Sudan,1525132800
837,Awerial,06/1/2018,3,South Sudan,1527811200
838,Awerial,07/1/2018,3,South Sudan,1530403200
839,Awerial,08/1/2018,2,South Sudan,1533081600
840,Awerial,09/1/2018,2,South Sudan,1535760000
841,Awerial,10/1/2018,3,South Sudan,1538352000
842,Awerial,11/1/2018,2,South Sudan,1541030400
843,Awerial,12/1/2018,3,South Sudan,1543622400
844,Awerial,01/1/2019,3,South Sudan,1546300800
845,Awerial,02/1/2019,2,South Sudan,1548979200
846,Awerial,03/1/2019,3,South Sudan,1551398400
847,Awerial,04/1/2019,4,South Sudan,1554076800
848,Awerial,05/1/2019,4,South Sudan,1556668800
849,Awerial,06/1/2019,3,South Sudan,1559347200
850,Awerial,07/1/2019,4,South Sudan,1561939200
851,Awerial,08/1/2019,3,South Sudan,1564617600
852,Awerial,09/1/2019,3,South Sudan,1567296000
853,Awerial,10/1/2019,2,South Sudan,1569888000
854,Awerial,11/1/2019,3,South Sudan,1572566400
855,Awerial,12/1/2019,3,South Sudan,1575158400
856,Awerial,01/1/2020,3,South Sudan,1577836800
857,Awerial,02/1/2020,4,South Sudan,1580515200
858,Nagero,06/1/2017,3,South Sudan,1496275200
859,Nagero,07/1/2017,4,South Sudan,1498867200
860,Nagero,08/1/2017,4,South Sudan,1501545600
861,Nagero,09/1/2017,2,South Sudan,1504224000
862,Nagero,10/1/2017,4,South Sudan,1506816000
863,Nagero,11/1/2017,4,South Sudan,1509494400
864,Nagero,12/1/2017,3,South Sudan,1512086400
865,Nagero,01/1/2018,3,South Sudan,1514764800
866,Nagero,02/1/2018,3,South Sudan,1517443200
867,Nagero,03/1/2018,2,South Sudan,1519862400
868,Nagero,04/1/2018,3,South Sudan,1522540800
869,Nagero,05/1/2018,3,South Sudan,1525132800
870,Nagero,06/1/2018,3,South Sudan,1527811200
871,Nagero,07/1/2018,4,South Sudan,1530403200
872,Nagero,08/1/2018,3,South Sudan,1533081600
873,Nagero,09/1/2018,2,South Sudan,1535760000
874,Nagero,10/1/2018,3,South Sudan,1538352000
875,Nagero,11/1/2018,2,South Sudan,1541030400
876,Nagero,12/1/2018,4,South Sudan,1543622400
877,Nagero,01/1/2019,3,South Sudan,1546300800
878,Nagero,02/1/2019,3,South Sudan,1548979200
879,Nagero,03/1/2019,3,South Sudan,1551398400
880,Nagero,04/1/2019,3,South Sudan,1554076800
881,Nagero,05/1/2019,2,South Sudan,1556668800
882,Nagero,06/1/2019,3,South Sudan,1559347200
883,Nagero,07/1/2019,4,South Sudan,1561939200
884,Nagero,08/1/2019,2,South Sudan,1564617600
885,Nagero,09/1/2019,3,South Sudan,1567296000
886,Nagero,10/1/2019,3,South Sudan,1569888000
887,Nagero,11/1/2019,4,South Sudan,1572566400
888,Nagero,12/1/2019,4,South Sudan,1575158400
889,Nagero,01/1/2020,2,South Sudan,1577836800
890,Nagero,02/1/2020,2,South Sudan,1580515200
891,Yirol West,06/1/2017,3,South Sudan,1496275200
892,Yirol West,07/1/2017,3,South Sudan,1498867200
893,Yirol West,08/1/2017,3,South Sudan,1501545600
894,Yirol West,09/1/2017,3,South Sudan,1504224000
895,Yirol West,10/1/2017,2,South Sudan,1506816000
896,Yirol West,11/1/2017,3,South Sudan,1509494400
897,Yirol West,12/1/2017,3,South Sudan,1512086400
898,Yirol West,01/1/2018,3,South Sudan,1514764800
899,Yirol West,02/1/2018,4,South Sudan,1517443200
900,Yirol West,03/1/2018,2,South Sudan,1519862400
901,Yirol West,04/1/2018,3,South Sudan,1522540800
902,Yirol West,05/1/2018,3,South Sudan,1525132800
903,Yirol West,06/1/2018,3,South Sudan,1527811200
904,Yirol West,07/1/2018,3,South Sudan,1530403200
905,Yirol West,08/1/2018,3,South Sudan,1533081600
906,Yirol West,09/1/2018,4,South Sudan,1535760000
907,Yirol West,10/1/2018,2,South Sudan,1538352000
908,Yirol West,11/1/2018,3,South Sudan,1541030400
909,Yirol West,12/1/2018,2,South Sudan,1543622400
910,Yirol West,01/1/2019,2,South Sudan,1546300800
911,Yirol West,02/1/2019,3,South Sudan,1548979200
912,Yirol West,03/1/2019,2,South Sudan,1551398400
913,Yirol West,04/1/2019,3,South Sudan,1554076800
914,Yirol West,05/1/2019,4,South Sudan,1556668800
915,Yirol West,06/1/2019,2,South Sudan,1559347200
916,Yirol West,07/1/2019,2,South Sudan,1561939200
917,Yirol West,08/1/2019,3,South Sudan,1564617600
918,Yirol West,09/1/2019,2,South Sudan,1567296000
919,Yirol West,10/1/2019,4,South Sudan,1569888000
920,Yirol West,11/1/2019,3,South Sudan,1572566400
921,Yirol West,12/1/2019,4,South Sudan,1575158400
922,Yirol West,01/1/2020,4,South Sudan,1577836800
923,Yirol West,02/1/2020,2,South Sudan,1580515200
924,Tambura,06/1/2017,3,South Sudan,1496275200
925,Tambura,07/1/2017,3,South Sudan,1498867200
926,Tambura,08/1/2017,3,South Sudan,1501545600
927,Tambura,09/1/2017,3,South Sudan,1504224000
928,Tambura,10/1/2017,2,South Sudan,1506816000
929,Tambura,11/1/2017,3,South Sudan,1509494400
930,Tambura,12/1/2017,2,South Sudan,1512086400
931,Tambura,01/1/2018,3,South Sudan,1514764800
932,Tambura,02/1/2018,3,South Sudan,1517443200
933,Tambura,03/1/2018,2,South Sudan,1519862400
934,Tambura,04/1/2018,3,South Sudan,1522540800
935,Tambura,05/1/2018,3,South Sudan,1525132800
936,Tambura,06/1/2018,3,South Sudan,1527811200
937,Tambura,07/1/2018,3,South Sudan,1530403200
938,Tambura,08/1/2018,3,South Sudan,1533081600
939,Tambura,09/1/2018,4,South Sudan,1535760000
940,Tambura,10/1/2018,3,South Sudan,1538352000
941,Tambura,11/1/2018,3,South Sudan,1541030400
942,Tambura,12/1/2018,2,South Sudan,1543622400
943,Tambura,01/1/2019,3,South Sudan,1546300800
944,Tambura,02/1/2019,3,South Sudan,1548979200
945,Tambura,03/1/2019,2,South Sudan,1551398400
946,Tambura,04/1/2019,2,South Sudan,1554076800
947,Tambura,05/1/2019,2,South Sudan,1556668800
948,Tambura,06/1/2019,4,South Sudan,1559347200
949,Tambura,07/1/2019,3,South Sudan,1561939200
950,Tambura,08/1/2019,3,South Sudan,1564617600
951,Tambura,09/1/2019,3,South Sudan,1567296000
952,Tambura,10/1/2019,2,South Sudan,1569888000
953,Tambura,11/1/2019,4,South Sudan,1572566400
954,Tambura,12/1/2019,3,South Sudan,1575158400
955,Tambura,01/1/2020,3,South Sudan,1577836800
956,Tambura,02/1/2020,3,South Sudan,1580515200
957,Wau,06/1/2017,2,South Sudan,1496275200
958,Wau,07/1/2017,3,South Sudan,1498867200
959,Wau,08/1/2017,3,South Sudan,1501545600
960,Wau,09/1/2017,4,South Sudan,1504224000
961,Wau,10/1/2017,3,South Sudan,1506816000
962,Wau,11/1/2017,3,South Sudan,1509494400
963,Wau,12/1/2017,4,South Sudan,1512086400
964,Wau,01/1/2018,2,South Sudan,1514764800
965,Wau,02/1/2018,3,South Sudan,1517443200
966,Wau,03/1/2018,2,South Sudan,1519862400
967,Wau,04/1/2018,2,South Sudan,1522540800
968,Wau,05/1/2018,3,South Sudan,1525132800
969,Wau,06/1/2018,4,South Sudan,1527811200
970,Wau,07/1/2018,2,South Sudan,1530403200
971,Wau,08/1/2018,4,South Sudan,1533081600
972,Wau,09/1/2018,3,South Sudan,1535760000
973,Wau,10/1/2018,3,South Sudan,1538352000
974,Wau,11/1/2018,2,South Sudan,1541030400
975,Wau,12/1/2018,3,South Sudan,1543622400
976,Wau,01/1/2019,3,South Sudan,1546300800
977,Wau,02/1/2019,3,South Sudan,1548979200
978,Wau,03/1/2019,4,South Sudan,1551398400
979,Wau,04/1/2019,3,South Sudan,1554076800
980,Wau,05/1/2019,3,South Sudan,1556668800
981,Wau,06/1/2019,3,South Sudan,1559347200
982,Wau,07/1/2019,3,South Sudan,1561939200
983,Wau,08/1/2019,4,South Sudan,1564617600
984,Wau,09/1/2019,2,South Sudan,1567296000
985,Wau,10/1/2019,4,South Sudan,1569888000
986,Wau,11/1/2019,3,South Sudan,1572566400
987,Wau,12/1/2019,3,South Sudan,1575158400
988,Wau,01/1/2020,3,South Sudan,1577836800
989,Wau,02/1/2020,3,South Sudan,1580515200
990,Pibor,06/1/2017,3,South Sudan,1496275200
991,Pibor,07/1/2017,3,South Sudan,1498867200
992,Pibor,08/1/2017,3,South Sudan,1501545600
993,Pibor,09/1/2017,3,South Sudan,1504224000
994,Pibor,10/1/2017,2,South Sudan,1506816000
995,Pibor,11/1/2017,4,South Sudan,1509494400
996,Pibor,12/1/2017,3,South Sudan,1512086400
997,Pibor,01/1/2018,2,South Sudan,1514764800
998,Pibor,02/1/2018,4,South Sudan,1517443200
999,Pibor,03/1/2018,3,South Sudan,1519862400
1000,Pibor,04/1/2018,3,South Sudan,1522540800
1001,Pibor,05/1/2018,4,South Sudan,1525132800
1002,Pibor,06/1/2018,3,South Sudan,1527811200
1003,Pibor,07/1/2018,2,South Sudan,1530403200
1004,Pibor,08/1/2018,4,South Sudan,1533081600
1005,Pibor,09/1/2018,3,South Sudan,1535760000
1006,Pibor,10/1/2018,3,South Sudan,1538352000
1007,Pibor,11/1/2018,4,South Sudan,1541030400
1008,Pibor,12/1/2018,2,South Sudan,1543622400
1009,Pibor,01/1/2019,4,South Sudan,1546300800
1010,Pibor,02/1/2019,3,South Sudan,1548979200
1011,Pibor,03/1/2019,3,South Sudan,1551398400
1012,Pibor,04/1/2019,2,South Sudan,1554076800
